"taxon";"habitat_terrestrial";"habitat_freshwater";"habitat_brackish";"habitat_marine"
"Bromus briziformis";1;NA;NA;NA
"Bromus carinatus";1;NA;NA;NA
"Bromus catharticus";1;NA;NA;NA
"Bromus cebadilla";1;NA;NA;NA
"Bromus commutatus";1;NA;NA;NA
"Bromus commutatus neglectus";1;NA;NA;NA
"Bromus danthoniae";1;NA;NA;NA
"Bromus diandrus";1;0;NA;0
"Bromus erectus";1;0;NA;0
"Bromus ferronii";1;NA;NA;NA
"Bromus grossus";1;NA;NA;NA
"Bromus hordeaceus";1;0;NA;0
"Bromus hordeaceus divaricatus";1;NA;NA;NA
"Bromus hordeaceus hordeaceus";1;NA;NA;NA
"Bromus hordeaceus longipedicellatus";1;NA;NA;NA
"Bromus hordeaceus thominei";1;NA;NA;NA
"Bromus inermis";1;NA;NA;NA
"Bromus intermedius";1;NA;NA;NA
"Bromus japonicus";1;NA;NA;NA
"Bromus japonicus anatolicus";1;NA;NA;NA
"Bromus japonicus japonicus";1;NA;NA;NA
"Bromus kalmii";1;NA;NA;NA
"Bromus lanceolatus";1;NA;NA;NA
"Bromus lepidus";1;NA;NA;NA
"Bromus leptoclados";1;NA;NA;NA
"Bromus lithobius";1;NA;NA;NA
"Bromus madritensis";1;NA;NA;NA
"Bromus marginatus";1;NA;NA;NA
"Bromus oxyodon";1;NA;NA;NA
"Bromus pacificus";1;NA;NA;NA
"Bromus pectinatus";1;NA;NA;NA
"Bromus polyanthus";1;NA;NA;NA
"Bromus pseudosecalinus";1;NA;NA;NA
"Bromus pubescens";1;NA;NA;NA
"Bromus pumilio";1;NA;NA;NA
"Bromus pumpellianus";1;NA;NA;NA
"Bromus racemosus";1;NA;NA;NA
"Bromus ramosus";1;NA;NA;NA
"Bromus rigidus";1;NA;NA;NA
"Bromus riparius";1;NA;NA;NA
"Bromus rubens";1;NA;NA;NA
"Bromus rubens kunkelii";1;NA;NA;NA
"Bromus scoparius";1;NA;NA;NA
"Bromus secalinus";1;NA;NA;NA
"Bromus sitchensis";1;NA;NA;NA
"Bromus squarrosus";1;NA;NA;NA
"Bromus sterilis";1;NA;NA;NA
"Bromus tectorum";1;NA;NA;NA
"Brontispa longissima";1;NA;NA;0
"Bronwenia acapulcensis";NA;NA;NA;0
"Broscus cephalotes";1;0;NA;0
"Brosimum alicastrum";1;NA;NA;0
"Brotogeris chiriri";1;0;0;0
"Brotogeris cyanoptera";1;0;0;0
"Brotogeris jugularis";1;0;0;0
"Brotogeris pyrrhoptera";1;0;0;0
"Brotogeris sanctithomae";1;0;0;0
"Brotogeris tirica";1;0;0;0
"Brotogeris versicolurus";1;0;0;0
"Broussonetia luzonica";NA;NA;NA;0
"Broussonetia papyrifera";1;NA;NA;0
"Browallia americana";1;NA;NA;0
"Browallia speciosa";1;NA;NA;0
"Brownea ariza";1;NA;NA;0
"Brownea coccinea";1;NA;NA;0
"Brownea grandiceps";1;NA;NA;0
"Brownea hybrida";1;NA;NA;0
"Brownea rosa-de-monte";NA;NA;NA;0
"Brucea javanica";1;NA;NA;0
"Bruchidius incarnatus";1;NA;NA;0
"Bruchidius raddianae";1;NA;NA;0
"Bruchidius siliquastri";1;NA;NA;0
"Bruchidius terrenus";1;NA;NA;0
"Bruchidius tuberculatus";1;NA;NA;0
"Bruchidius villosus";NA;NA;NA;0
"Bruchophagus acaciae";NA;NA;NA;0
"Bruchophagus gibbus";1;NA;NA;0
"Bruchophagus roddi";NA;NA;NA;0
"Bruchophagus sophorae";1;NA;NA;0
"Bruchus brachialis";NA;NA;NA;0
"Bruchus ervi";1;NA;NA;0
"Bruchus lentis";1;NA;NA;0
"Bruchus loti";1;NA;NA;0
"Bruchus pisorum";1;NA;NA;0
"Bruchus rufimanus";1;NA;NA;0
"Bruchus signaticornis";1;NA;NA;0
"Brueelia amsel";NA;NA;NA;0
"Brueelia cyclothorax";NA;NA;NA;0
"Brueelia delicata";NA;NA;NA;0
"Brueelia merulensis";NA;NA;NA;0
"Brueelia nebulosa";NA;NA;NA;0
"Brueelia semiannulata";NA;NA;NA;0
"Brueelia turdinulae";NA;NA;NA;0
"Brugmansia arborea";1;NA;NA;0
"Brugmansia aurea";1;NA;NA;0
"Brugmansia sanguinea";1;NA;NA;0
"Brugmansia suaveolens";1;NA;NA;0
"Brugmansia versicolor";1;NA;NA;0
"Bruguiera gymnorhiza";1;NA;1;0
"Bruguiera gymnorrhiza";NA;NA;NA;1
"Bruguiera parviflora";NA;NA;NA;0
"Bruguiera sexangula";NA;1;NA;0
"Brumoides ohtai";1;NA;NA;0
"Brumus quadripustulatus";NA;NA;NA;0
"Brunfelsia americana";1;NA;NA;0
"Brunfelsia australis";NA;NA;NA;0
"Brunfelsia brasiliensis";1;NA;NA;0
"Brunfelsia densifolia";1;NA;NA;0
"Brunfelsia grandiflora";1;NA;NA;0
"Brunfelsia latifolia";1;NA;NA;0
"Brunfelsia nitida";NA;NA;NA;0
"Brunfelsia pauciflora";1;NA;NA;0
"Brunfelsia undulata";1;NA;NA;0
"Brunfelsia uniflora";1;NA;NA;0
"Brunnera macrophylla";1;NA;NA;0
"Brunnera sibirica";1;NA;NA;0
"Brunnichia ovata";NA;NA;NA;0
"Brya ebenus";1;NA;NA;0
"Brycon cephalus";0;1;0;0
"Brycon hilarii";0;1;0;0
"Brycon melanopterus";0;1;0;0
"Bryconamericus exodon";0;1;0;0
"Bryocyclops muscicola";0;1;NA;0
"Bryonia alba";1;NA;NA;0
"Bryonia cretica";1;NA;NA;0
"Bryonia dioica";1;NA;NA;0
"Bryopsis pennata";NA;0;0;1
"Bryopsis pennata var. leprieurii";NA;NA;NA;1
"Bryopsis pennata var. secunda";NA;NA;NA;1
"Bubalus bubalis";1;0;0;0
"Bubo africanus";1;0;0;0
"Bubo bubo";1;0;0;0
"Bubo magellanicus";1;0;0;0
"Bubo scandiacus";1;0;0;0
"Bubo virginianus";1;0;0;0
"Bubulcus ibis";1;0;0;0
"Bucanetes githagineus";1;0;0;0
"Bucculatrix ainsliella";1;NA;NA;0
"Bucculatrix chrysanthemella";1;NA;NA;0
"Bucculatrix ivella";NA;NA;NA;0
"Bucculatrix parthenica";NA;NA;NA;0
"Bucculatrix thurberiella";NA;NA;NA;0
"Bucephala albeola";1;0;0;0
"Bucephala islandica";1;0;0;0
"Buceros bicornis";1;0;0;0
"Buchananiella continua";NA;NA;NA;0
"Buchnera americana";1;NA;NA;0
"Buchnera pusilla";NA;NA;NA;0
"Bucorvus abyssinicus";1;0;0;0
"Bucorvus leadbeateri";1;0;0;0
"Bucrates clausus";1;NA;NA;0
"Buddelundiella cataractae";1;0;0;0
"Buddleja albiflora";1;NA;NA;0
"Buddleja alternifolia";1;NA;NA;0
"Buddleja asiatica";1;NA;NA;0
"Buddleja colvilei";NA;NA;NA;0
"Buddleja cordata";NA;NA;NA;0
"Buddleja crispa";NA;NA;NA;0
"Buddleja curviflora";1;NA;NA;0
"Buddleja davidii";1;NA;NA;0
"Buddleja diversifolia";NA;NA;NA;0
"Buddleja dysophylla";1;NA;NA;0
"Buddleja globosa";1;NA;NA;0
"Buddleja intermedia";NA;NA;NA;0
"Buddleja japonica";NA;NA;NA;0
"Buddleja lindleyana";1;NA;NA;0
"Buddleja macrostachya";NA;NA;NA;0
"Buddleja madagascariensis";1;NA;NA;0
"Buddleja nivea";1;NA;NA;0
"Buddleja officinalis";1;NA;NA;0
"Buddleja saligna";1;NA;NA;0
"Buddleja salviifolia";1;NA;NA;0
"Buddleja stachyoides";1;NA;NA;0
"Bufo bufo";1;1;NA;0
"Bufo gargarizans";1;1;NA;0
"Bufo japonicus";1;1;NA;0
"Bufonia paniculata";NA;NA;NA;0
"Bufonia tenuifolia";NA;NA;NA;0
"Bufotes balearicus";1;1;NA;0
"Bufotes viridis";1;1;NA;0
"Buglossoides arvensis";1;NA;NA;0
"Buglossoides incrassata";1;NA;NA;0
"Buglossoides purpurocaerulea";NA;NA;NA;0
"Buglossoides tenuiflora";1;NA;NA;0
"Bugula minima";0;0;0;1
"Bugula neritina";0;0;0;1
"Bugulina calathus";0;0;NA;1
"Bugulina flabellata";0;0;NA;1
"Bugulina fulva";0;0;NA;1
"Bugulina simplex";1;1;NA;1
"Bugulina stolonifera";0;0;NA;1
"Bulbine annua";1;NA;NA;NA
"Bulbostylis barbata";1;1;NA;NA
"Bulbostylis striatella";1;1;NA;NA
"Bulimulus bonariensis";1;0;NA;0
"Bulimulus guadalupensis";1;0;NA;0
"Bulinus truncatus";0;1;NA;0
"Bulla ampulla";NA;0;0;1
"Bulla arabica";NA;0;0;1
"Bulychevia enigmatica";0;0;NA;0
"Bunchosia glandulifera";1;NA;NA;0
"Bunchosia nitida";NA;NA;NA;0
"Bunias erucago";1;NA;NA;0
"Bunias orientalis";1;NA;NA;0
"Bunium bulbocastanum";1;NA;NA;0
"Bunodactis reynaudi";0;NA;NA;1
"Bupalus piniaria";1;NA;NA;0
"Buphthalmum salicifolium";1;0;NA;0
"Bupleurum affine";1;NA;NA;0
"Bupleurum baldense";1;NA;NA;0
"Bupleurum croceum";1;NA;NA;0
"Bupleurum falcatum";1;NA;NA;0
"Bupleurum fontanesii";1;NA;NA;0
"Bupleurum fruticescens";1;NA;NA;0
"Bupleurum fruticosum";1;NA;NA;0
"Bupleurum gerardi";1;NA;NA;0
"Bupleurum gerardii";NA;NA;NA;0
"Bupleurum glumaceum";1;NA;NA;0
"Bupleurum lancifolium";1;NA;NA;0
"Bupleurum longifolium";1;NA;NA;0
"Bupleurum odontites";1;NA;NA;0
"Bupleurum pachnospermum";NA;NA;NA;0
"Bupleurum praealtum";1;NA;NA;0
"Bupleurum rotundifolium";1;NA;NA;0
"Bupleurum semicompositum";1;NA;NA;0
"Bupleurum subovatum";1;NA;NA;0
"Bupleurum tenuissimum";1;0;NA;0
"Buprestis aurulenta";1;NA;NA;0
"Buprestis haemorrhoidalis";1;NA;NA;0
"Buprestis novemmaculata";1;NA;NA;0
"Buprestis rustica";1;NA;NA;0
"Buprestis splendens";1;NA;NA;0
"Burchellia bubalina";NA;NA;NA;0
"Burckella obovata";NA;NA;NA;0
"Burhinus superciliaris";1;0;0;0
"Burmoniscus kathmandius";1;0;0;0
"Burmoniscus mauritiensis";1;0;0;0
"Burmoniscus meeusei";1;0;0;0
"Burmoniscus orientalis";1;0;0;0
"Bursatella leachii";0;0;0;1
"Bursatella leachii leachii";0;0;NA;1
"Bursera linanoe";NA;NA;NA;0
"Bursera penicillata";1;NA;NA;0
"Bursera simaruba";1;NA;NA;0
"Buskia socialis";0;0;0;1
"Butastur teesa";1;0;0;0
"Butea monosperma";NA;NA;NA;0
"Buteo auguralis";1;0;0;0
"Buteo jamaicensis";1;0;0;0
"Buteo lineatus";1;0;0;0
"Buteo polyosoma";1;0;0;0
"Buteo regalis";1;0;0;0
"Buteo swainsoni";1;0;0;0
"Buteogallus anthracinus";1;0;0;0
"Buteogallus urubitinga";1;0;0;0
"Buthus occitanus";1;NA;NA;NA
"Butia capitata";1;NA;NA;NA
"Butia yatay";1;NA;NA;NA
"Butis koilomatodon";0;1;1;1
"Butomus junceus";1;1;NA;NA
"Butomus umbellatus";1;1;NA;0
"Butorides striata";1;0;0;0
"Buxus balearica";1;NA;NA;0
"Buxus microphylla";1;NA;NA;0
"Buxus sempervirens";1;NA;NA;0
"Bycanistes brevis";1;0;0;0
"Byrsonima crassifolia";1;NA;NA;0
"Bythocaris cosmetops";0;0;NA;1
"Bythotrephes brevimanus";0;1;NA;0
"Bythotrephes cederstroemi";0;1;1;0
"Bythotrephes longimanus";0;1;1;1
"Cabdio morar";0;1;0;0
"Cabera leptographa";NA;NA;NA;0
"Caberea boryi";0;0;0;1
"Cabomba aquatica";NA;1;NA;0
"Cabomba caroliniana";0;1;NA;0
"Cabomba furcata";NA;1;NA;0
"Cabomba palaeformis";NA;1;NA;0
"Cabomba paliformis";NA;NA;NA;0
"Cacatua alba";1;0;0;0
"Cacatua galerita";1;0;0;0
"Cacatua goffiniana";1;0;0;0
"Cacatua leadbeateri";1;0;0;0
"Cacatua moluccensis";1;0;0;0
"Cacatua ophthalmica";1;0;0;0
"Cacatua sanguinea";1;0;0;0
"Cacatua sulphurea";1;0;0;0
"Cacatua tenuirostris";1;0;0;0
"Cacoecimorpha pronubana";1;NA;NA;0
"Cacopsylla chinensis";NA;NA;NA;0
"Cacopsylla fulguralis";NA;NA;NA;0
"Cacopsylla hippophaes";NA;NA;NA;0
"Cacopsylla mali";NA;NA;NA;0
"Cacopsylla peregrina";NA;NA;NA;0
"Cacopsylla pulchella";NA;NA;NA;0
"Cacopsylla pyricola";NA;NA;NA;0
"Cacopsylla tobirae";NA;NA;NA;0
"Cacopsylla zetterstedti";NA;NA;NA;0
"Cactoblastis cactorum";1;NA;NA;0
"Cactoblastis doddi";NA;NA;NA;0
"Cactodera cacti";1;0;NA;0
"Cacyreus marshalli";1;NA;NA;0
"Cadia purpurea";NA;NA;NA;0
"Cadra calidella";1;NA;NA;0
"Cadra cautella";1;NA;NA;0
"Cadra figulilella";1;NA;NA;0
"Cadrema pallida";1;NA;NA;0
"Caecidotea communis";0;1;NA;0
"Caecijaera horvathi";0;0;0;1
"Caenodelphax teapae";NA;NA;NA;0
"Caenopachys caenopachoides";1;NA;NA;0
"Caenoplana bicolor";NA;NA;NA;0
"Caenoplana coerulea";NA;NA;NA;0
"Caenoplana purpurea";NA;NA;NA;0
"Caenoplana variegata";NA;NA;NA;0
"Caenoscelis ferruginea";NA;NA;NA;0
"Caenoscelis subdeplanata";1;NA;NA;0
"Caesalpinia bonduc";1;0;NA;0
"Caesalpinia crista";1;NA;NA;0
"Caesalpinia ferrea";1;NA;NA;0
"Caesalpinia pulcherrima";1;NA;NA;0
"Caesia occidentalis";1;NA;NA;NA
"Caesio varilineata";0;0;0;1
"Cafius xantholoma";1;0;NA;0
"Caiman crocodilus";1;1;1;1
"Caiman crocodilus fuscus";1;1;NA;NA
"Caiophora lateritia";1;NA;NA;0
"Cairina moschata";1;0;0;0
"Cajanus cajan";1;NA;NA;0
"Cajanus scarabaeoides";1;NA;NA;0
"Cakile edentula";1;NA;NA;0
"Cakile maritima";1;0;NA;0
"Cakile maritima euxina";NA;NA;NA;0
"Caladium bicolor";1;NA;NA;NA
"Caladium humboldtii";1;NA;NA;NA
"Caladium lindenii";1;NA;NA;NA
"Calamagrostis epigeios";1;NA;NA;NA
"Calamagrostis epigejos";1;NA;NA;NA
"Calamagrostis purpurea";1;NA;NA;NA
"Calamagrostis viridiflavescens";1;NA;NA;NA
"Calamosternus granarius";NA;NA;NA;0
"Calamus arctifrons";0;0;0;1
"Calamus bajonado";0;0;0;1
"Calamus brachysomus";0;0;0;1
"Calamus calamus";0;0;0;1
"Calamus campechanus";0;0;0;1
"Calamus cervigoni";0;0;0;1
"Calamus ciliaris";1;0;NA;1
"Calamus jenkinsianus";1;NA;NA;NA
"Calamus leucosteus";0;0;0;1
"Calamus manan";1;NA;NA;NA
"Calamus mu";0;0;0;1
"Calamus nambariensis";1;NA;NA;NA
"Calamus nodosus";0;0;0;1
"Calamus penna";0;0;0;1
"Calamus pennatula";0;0;0;1
"Calamus proridens";0;0;0;1
"Calamus taurinus";0;0;0;1
"Calamus tetradactylus";1;NA;NA;NA
"Calandra obscura";NA;NA;NA;0
"Calandra sordida";1;NA;NA;0
"Calandrinia ciliata";1;NA;NA;0
"Calandrinia compressa";1;NA;NA;0
"Calandrinia menziesii";1;NA;NA;0
"Calandrinia monandra";NA;NA;NA;0
"Calandrinia ptychosperma";NA;NA;NA;0
"Calanipeda aquaedulcis";0;1;NA;1
"Calanopia biloba";0;0;NA;1
"Calanopia elliptica";0;0;0;1
"Calanopia media";0;0;NA;1
"Calanopia minor";0;0;0;1
"Calanus euxinus";0;0;0;1
"Calaphis betulicola";NA;NA;NA;0
"Calaphis flava";NA;NA;NA;0
"Calappa hepatica";NA;0;0;1
"Calappa pelii";NA;0;0;1
"Calathea lutea";1;NA;NA;NA
"Calathus fuscipes";1;NA;NA;0
"Calceolaria chelidonioides";1;NA;NA;0
"Calceolaria dichotoma";1;NA;NA;0
"Calceolaria integrifolia";NA;NA;NA;0
"Calceolaria mexicana";1;NA;NA;0
"Calceolaria pinnata";1;NA;NA;0
"Calceolaria scabiosifolia";NA;NA;NA;0
"Calceolaria tripartita";1;NA;NA;0
"Calcinus tubularis";NA;NA;NA;1
"Calea urticifolia";1;0;NA;0
"Calendula arvensis";1;0;NA;0
"Calendula officinalis";1;0;NA;0
"Calendula palaestina";1;0;NA;0
"Calendula stellata";1;0;NA;0
"Calendula suffruticosa";1;0;NA;0
"Calendula suffruticosa fulgida";1;NA;NA;0
"Calendula tripterocarpa";1;0;NA;0
"Calepina irregularis";1;NA;NA;0
"Cales noacki";1;NA;NA;0
"Calibrachoa parviflora";1;NA;NA;0
"Calicotome spinosa";1;NA;NA;0
"Caligus fugu";0;0;NA;1
"Caligus lacustris";0;1;1;0
"Caligus lagocephali";0;0;NA;1
"Caligus pageti";0;0;NA;1
"Caliroa annulipes";NA;NA;NA;0
"Caliroa cerasi";1;NA;NA;0
"Calla palustris";1;NA;NA;NA
"Callaeas cinereus";1;0;0;0
"Callaeum macropterum";1;NA;NA;0
"Calleida migratoria";NA;NA;NA;0
"Calliandra falcata";NA;NA;NA;0
"Calliandra haematocephala";1;NA;NA;0
"Calliandra houstoniana";1;NA;NA;0
"Calliandra houstoniana calothyrsus";1;NA;NA;0
"Calliandra riparia";1;NA;NA;0
"Calliandra selloi";1;NA;NA;0
"Calliandra surinamensis";1;NA;NA;0
"Calliandra tergemina";1;NA;NA;0
"Calliandra tweedii";1;NA;NA;0
"Callianthe bedfordiana";1;NA;NA;0
"Callianthe darwinii";NA;NA;NA;0
"Callianthe geminiflora";NA;NA;NA;0
"Callianthe megapotamica";1;NA;NA;0
"Callianthe picta";1;NA;NA;0
"Callianthe sellowiana";NA;NA;NA;0
"Callianthe striata";1;NA;NA;0
"Callicarpa americana";1;NA;NA;0
"Callicarpa bodinieri";1;NA;NA;0
"Callicarpa candicans";NA;NA;NA;0
"Callicarpa dichotoma";1;NA;NA;0
"Callicarpa japonica";1;NA;NA;0
"Callicarpa macrophylla";NA;NA;NA;0
"Callicarpa rubella";NA;NA;NA;0
"Callichthys callichthys";0;1;0;0
"Callicoma serratifolia";NA;NA;NA;0
"Callidiellum rufipennis";1;NA;NA;0
"Callidiopis scutellaris";NA;NA;NA;0
"Callidium chlorizans";1;NA;NA;0
"Callidium violaceum";NA;NA;NA;0
"Calligrapha pantherina";NA;NA;NA;0
"Calligrapha polyspila";NA;NA;NA;0
"Callinectes bocourti";NA;1;1;1
"Callinectes danae";NA;0;1;1
"Callinectes sapidus";NA;1;1;1
"Callionymus filamentosus";0;0;0;1
"Callionymus lyra";0;0;0;1
"Calliostoma zizyphinum";0;0;0;1
"Callipepla californica";1;0;0;0
"Callipepla douglasii";1;0;0;0
"Callipepla gambelii";1;0;0;0
"Callipepla squamata";1;0;0;0
"Calliphora hilli";NA;NA;NA;0
"Calliphora stygia";1;0;NA;0
"Calliphora vicina";1;NA;NA;0
"Calliphora vomitoria";1;NA;NA;0
"Callipogon relictus";1;NA;NA;0
"Calliptamus italicus";1;NA;NA;0
"Callipterinella calliptera";NA;NA;NA;0
"Callipterinella minutissima";NA;NA;NA;0
"Callirhoe alcaeoides";NA;NA;NA;0
"Callirhoe digitata";NA;NA;NA;0
"Callirhoe involucrata";1;NA;NA;0
"Callirhoe involucrata lineariloba";NA;NA;NA;0
"Callirhopalus bifasciatus";NA;NA;NA;0
"Callisia fragrans";1;NA;NA;NA
"Callisia repens";1;NA;NA;NA
"Callista florida";0;0;0;1
"Callistemon acuminatus";1;NA;NA;0
"Callistemon brachyandrus";1;NA;NA;0
"Callistemon citrinus";1;NA;NA;0
"Callistemon coccineus";1;NA;NA;0
"Callistemon lanceolatus";1;NA;NA;0
"Callistemon linearis";1;NA;NA;0
"Callistemon pachyphyllus";1;NA;NA;0
"Callistemon paludosus";1;NA;NA;0
"Callistemon phoeniceus";1;NA;NA;0
"Callistemon pinifolius";NA;NA;NA;0
"Callistemon polandii";1;NA;NA;0
"Callistemon rigidus";1;NA;NA;0
"Callistemon rugulosus";1;NA;NA;0
"Callistemon salignus";1;NA;NA;0
"Callistemon speciosus";1;NA;NA;0
"Callistemon subulatus";1;NA;NA;0
"Callistemon viminalis";1;NA;NA;0
"Callistephus chinensis";1;0;NA;0
"Callistus lunatus";1;NA;NA;0
"Callithamnion tenuissimum";NA;NA;NA;1
"Callithamnion tetragonum";NA;0;0;1
"Callithrix geoffroyi";1;0;0;0
"Callithrix jacchus";1;0;0;0
"Callithrix penicillata";1;0;0;0
"Callitriche brutia";NA;NA;NA;0
"Callitriche cribrosa";NA;1;NA;0
"Callitriche deflexa";NA;NA;NA;0
"Callitriche hermaphroditica";NA;1;NA;0
"Callitriche heterophylla";NA;NA;NA;0
"Callitriche lechleri";NA;NA;NA;0
"Callitriche marginata";NA;1;NA;0
"Callitriche muelleri";NA;NA;NA;0
"Callitriche nuttallii";NA;NA;NA;0
"Callitriche palustris";NA;0;NA;0
"Callitriche peploides";NA;1;NA;0
"Callitriche stagnalis";NA;1;NA;0
"Callitriche terrestris";NA;1;NA;0
"Callitriche truncata";NA;NA;NA;0
"Callitriche truncata occidentalis";NA;1;NA;0
"Callitriche umbonata";NA;NA;NA;0
"Callitris calcarata";1;NA;NA;NA
"Callitris columellaris";1;NA;NA;NA
"Callitris rhomboidea";1;NA;NA;NA
"Callobius nomeus";1;NA;NA;NA
"Callocephalon fimbriatum";1;0;0;0
"Callonetta leucophrys";1;0;0;0
"Callopistria floridensis";1;NA;NA;0
"Callopistria maillardi";1;NA;NA;0
"Callopistromyia annulipes";1;NA;NA;0
"Calloplesiops altivelis";0;0;0;1
"Callopora lineata";0;0;0;1
"Callopsylla gemina";NA;NA;NA;0
"Callorhinus ursinus";1;0;0;0
"Callosciurus erythraeus";1;0;0;0
"Callosciurus finlaysonii";1;0;0;0
"Callosciurus notatus";1;0;0;0
"Callosciurus prevostii";1;0;0;0
"Callosobruchus analis";1;NA;NA;0
"Callosobruchus chinensis";1;NA;NA;0
"Callosobruchus maculatus";1;NA;NA;0
"Callosobruchus phaseoli";1;NA;NA;0
"Calluna vulgaris";1;0;NA;0
"Callyspongia (Toxochalina) robusta";0;0;NA;1
"Callyspongia robusta";0;0;0;1
"Calocalanus pavo";0;0;0;1
"Calocalanus pavoninus";0;0;0;1
"Calocalanus plumulosus";0;0;0;1
"Calocalanus tenuis";0;0;NA;1
"Calocedrus decurrens";1;NA;NA;NA
"Calocephalus brownii";1;0;NA;0
"Calodendrum capense";NA;NA;NA;0
"Calodromius bifasciatus";1;NA;NA;0
"Calodromius putzeysi";1;NA;NA;0
"Caloenas nicobarica";1;0;0;0
"Calomnion complanatum";1;NA;NA;NA
"Calomycterus setarius";1;NA;NA;0
"Caloncoba echinata";NA;NA;NA;0
"Calophasia lunula";NA;NA;NA;0
"Calophya mangiferae";NA;NA;NA;0
"Calophya rhois";NA;NA;NA;0
"Calophya schini";NA;NA;NA;0
"Calophyllum antillanum";NA;NA;NA;0
"Calophyllum brasiliense";1;0;NA;0
"Calophyllum calaba";NA;NA;NA;0
"Calophyllum inophyllum";1;NA;NA;0
"Calophyllum soulattri";NA;NA;NA;0
"Calopogonium caeruleum";NA;NA;NA;0
"Calopogonium galactioides";NA;NA;NA;0
"Calopogonium mucunoides";1;NA;NA;0
"Caloptilia azaleella";1;NA;NA;0
"Caloptilia coruscans";NA;NA;NA;0
"Caloptilia negundella";NA;NA;NA;0
"Caloptilia roscipennella";1;NA;NA;0
"Caloptilia rufipennella";NA;NA;NA;0
"Caloptilia triadicae";NA;NA;NA;0
"Caloria elegans";NA;NA;NA;1
"Caloria indica";NA;0;0;1
"Calosoma auropunctatum";NA;NA;NA;0
"Calosoma sycophanta";NA;NA;NA;0
"Calotes mystaceus";1;NA;NA;NA
"Calotes versicolor";1;NA;NA;NA
"Calotis cuneifolia";1;0;NA;0
"Calotis hispidula";1;0;NA;0
"Calotis lappulacea";1;0;NA;0
"Calotropis gigantea";1;NA;NA;0
"Calotropis procera";1;NA;NA;0
"Calpodes ethlius";1;NA;NA;0
"Calpurnia aurea";1;NA;NA;0
"Caltha palustris";1;1;NA;0
"Calycanthus floridus";NA;NA;NA;0
"Calycanthus floridus glaucus";NA;NA;NA;0
"Calycanthus occidentalis";NA;NA;NA;0
"Calycera sympaganthera";1;NA;NA;0
"Calycocarpum lyonii";NA;NA;NA;0
"Calycomyza lantanae";1;NA;NA;0
"Calycophyllum spruceanum";1;NA;NA;0
"Calymmaderus solidus";1;NA;NA;0
"Calyptocarpus brasiliensis";1;0;NA;0
"Calyptocarpus vialis";1;0;NA;0
"Calyptomerus dubius";1;NA;NA;0
"Calyptorhynchus banksii";1;0;0;0
"Calyptospadix cerulea";0;0;0;1
"Calyptotheca alexandriensis";NA;NA;NA;1
"Calyptraea chinensis";0;0;1;1
"Calyptrochaeta apiculata";1;NA;NA;NA
"Calyptrochilum christyanum";1;NA;NA;NA
"Calystegia hederacea";1;NA;NA;0
"Calystegia howittiorum";NA;NA;NA;0
"Calystegia lucana";NA;NA;NA;0
"Calystegia pellita";1;NA;NA;0
"Calystegia pulchra";1;NA;NA;0
"Calystegia scania";NA;NA;NA;0
"Calystegia sepium";1;NA;NA;0
"Calystegia sepium americana";1;NA;NA;0
"Calystegia sepium roseata";1;NA;NA;0
"Calystegia sepium sepium";1;NA;NA;0
"Calystegia sepium spectabilis";1;NA;NA;0
"Calystegia silvatica";1;NA;NA;0
"Calystegia silvatica disjuncta";1;NA;NA;0
"Calystegia silvatica fraterniflora";1;NA;NA;0
"Calystegia silvatica silvatica";1;NA;NA;0
"Calystegia soldanella";1;0;NA;0
"Calystegia spithamaea";NA;NA;NA;0
"Calystegia subvolubilis";NA;NA;NA;0
"Calytrix tetragona";NA;NA;NA;0
"Camallanus cotti";NA;1;NA;NA
"Camassia leichtlinii suksdorfii";1;NA;NA;NA
"Camassia quamash";1;NA;NA;NA
"Camelina alyssum";1;NA;NA;0
"Camelina alyssum alyssum";1;NA;NA;0
"Camelina alyssum integerrima";1;NA;NA;0
"Camelina anomala";1;NA;NA;0
"Camelina laxa";1;NA;NA;0
"Camelina microcarpa";1;NA;NA;0
"Camelina microcarpa microcarpa";1;NA;NA;0
"Camelina microcarpa pilosa";1;NA;NA;0
"Camelina rumelica";1;NA;NA;0
"Camelina sativa";1;NA;NA;0
"Camellia japonica";1;NA;NA;0
"Camellia maliflora";NA;NA;NA;0
"Camellia oleifera";1;NA;NA;0
"Camellia reticulata";NA;NA;NA;0
"Camellia sinensis";1;NA;NA;0
"Camellia williamsii";NA;NA;NA;0
"Camelostrongylus mentulatus";1;NA;NA;NA
"Camelus bactrianus";1;0;0;0
"Camelus dromedarius";1;0;0;0
"Cameraria gaultheriella";1;NA;NA;0
"Cameraria latifolia";1;NA;NA;0
"Cameraria ohridella";1;NA;NA;0
"Camillina elegans";1;NA;NA;NA
"Camissonia campestris";NA;NA;NA;0
"Camissonia dentata littoralis";NA;NA;NA;0
"Camissoniopsis bistorta";NA;NA;NA;0
"Camissoniopsis micrantha";NA;NA;NA;0
"Camonea vitifolia";NA;NA;NA;0
"Campanula alliariifolia";1;NA;NA;0
"Campanula americana";NA;NA;NA;0
"Campanula aparinoides";NA;NA;NA;0
"Campanula baumgartenii beckiana";1;NA;NA;0
"Campanula bechiana";NA;NA;NA;0
"Campanula bononiensis";1;NA;NA;0
"Campanula carpatica";1;NA;NA;0
"Campanula cervicaria";1;NA;NA;0
"Campanula cochleariifolia";1;NA;NA;0
"Campanula divaricata";NA;NA;NA;0
